2020-04-28 13:04:244 INFO  BrowserSelector :23 - Launching Chrome Browser
2020-04-28 14:04:102 INFO  AccountPage :24 - Verify text: My account is displayed on the Account Page [[ChromeDriver: chrome on WINDOWS (05d926d6fa5d0f239b69ee55e433dad8)] -> css selector: a.ico-account]
2020-04-28 14:04:200 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 14:04:571 INFO  HomePage :42 - cliking on registration link[[ChromeDriver: chrome on WINDOWS (9e8da014dbeb62b2c33df44050709c72)] -> xpath: //div[@class='header-links-wrapper']//a[contains(text(),'Register')]]
2020-04-28 14:04:909 INFO  RegistrationPage :138 - enter passwordSto field[[ChromeDriver: chrome on WINDOWS (9e8da014dbeb62b2c33df44050709c72)] -> xpath: //input[@id='Password']]
2020-04-28 14:04:403 INFO  RegistrationPage :101 - select day[[ChromeDriver: chrome on WINDOWS (9e8da014dbeb62b2c33df44050709c72)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-28 14:04:256 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 14:04:103 INFO  HomePage :42 - cliking on registration link[[ChromeDriver: chrome on WINDOWS (aa235effccd8efb48c1eb9e53f8a4c13)] -> xpath: //div[@class='header-links-wrapper']//a[contains(text(),'Register')]]
2020-04-28 14:04:351 INFO  RegistrationPage :138 - enter passwordSto field[[ChromeDriver: chrome on WINDOWS (aa235effccd8efb48c1eb9e53f8a4c13)] -> xpath: //input[@id='Password']]
2020-04-28 14:04:746 INFO  RegistrationPage :101 - select day[[ChromeDriver: chrome on WINDOWS (aa235effccd8efb48c1eb9e53f8a4c13)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-28 14:04:77 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 14:04:892 INFO  HomePage :42 - cliking on registration link[[ChromeDriver: chrome on WINDOWS (4f61dfd7330ed3264e23bfb51693f325)] -> xpath: //div[@class='header-links-wrapper']//a[contains(text(),'Register')]]
2020-04-28 14:04:250 INFO  RegistrationPage :138 - enter passwordSSto field[[ChromeDriver: chrome on WINDOWS (4f61dfd7330ed3264e23bfb51693f325)] -> xpath: //input[@id='Password']]
2020-04-28 14:04:696 INFO  RegistrationPage :101 - select day[[ChromeDriver: chrome on WINDOWS (4f61dfd7330ed3264e23bfb51693f325)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-28 14:04:00 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 14:04:305 INFO  HomePage :42 - cliking on registration link[[ChromeDriver: chrome on WINDOWS (39f4d458c536fb3538e9bf0804458135)] -> xpath: //div[@class='header-links-wrapper']//a[contains(text(),'Register')]]
2020-04-28 14:04:732 INFO  RegistrationPage :138 - enter passwordOneto field[[ChromeDriver: chrome on WINDOWS (39f4d458c536fb3538e9bf0804458135)] -> xpath: //input[@id='Password']]
2020-04-28 14:04:59 INFO  RegistrationPage :101 - select day[[ChromeDriver: chrome on WINDOWS (39f4d458c536fb3538e9bf0804458135)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-28 15:04:574 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:700 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (ecb09bdb1391df782ded740b0337280a)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:821 INFO  LoginPage :52 - verify Welcome TextWelcome, Please Sign In!displayed msg [[ChromeDriver: chrome on WINDOWS (ecb09bdb1391df782ded740b0337280a)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2020-04-28 15:04:970 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:552 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (8b4011fa9caa5103d2d1bb42c7b34d00)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:939 INFO  LoginPage :37 - Enter email:ram444@yahoo.com to email filed [[ChromeDriver: chrome on WINDOWS (8b4011fa9caa5103d2d1bb42c7b34d00)] -> css selector: input#Email]
2020-04-28 15:04:196 INFO  LoginPage :42 - Enter Passwrodlondon4 to password field [[ChromeDriver: chrome on WINDOWS (8b4011fa9caa5103d2d1bb42c7b34d00)] -> css selector: input.password]
2020-04-28 15:04:945 INFO  LoginPage :47 - click on Login Submit BtnProxy element for: DefaultElementLocator 'By.cssSelector: input.button-1.login-button'
2020-04-28 15:04:53 INFO  AccountPage :24 - Verify text: My account is displayed on the Account Page [[ChromeDriver: chrome on WINDOWS (8b4011fa9caa5103d2d1bb42c7b34d00)] -> css selector: a.ico-account]
2020-04-28 15:04:403 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:156 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (44ca56435564bf892ebe2846d1dc2afd)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:14 INFO  LoginPage :37 - Enter email:ram444@yahoo.com to email filed [[ChromeDriver: chrome on WINDOWS (44ca56435564bf892ebe2846d1dc2afd)] -> css selector: input#Email]
2020-04-28 15:04:453 INFO  LoginPage :42 - Enter Passwrodlondon4 to password field [[ChromeDriver: chrome on WINDOWS (44ca56435564bf892ebe2846d1dc2afd)] -> css selector: input.password]
2020-04-28 15:04:242 INFO  LoginPage :47 - click on Login Submit BtnProxy element for: DefaultElementLocator 'By.cssSelector: input.button-1.login-button'
2020-04-28 15:04:380 INFO  AccountPage :24 - Verify text: My account is displayed on the Account Page [[ChromeDriver: chrome on WINDOWS (44ca56435564bf892ebe2846d1dc2afd)] -> css selector: a.ico-account]
2020-04-28 15:04:427 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:988 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (cde2e90829d62ca14b7b94609c4c4216)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:230 INFO  LoginPage :37 - Enter email:ram555@yahoo.com to email filed [[ChromeDriver: chrome on WINDOWS (cde2e90829d62ca14b7b94609c4c4216)] -> css selector: input#Email]
2020-04-28 15:04:429 INFO  LoginPage :42 - Enter Passwrodlondon5 to password field [[ChromeDriver: chrome on WINDOWS (cde2e90829d62ca14b7b94609c4c4216)] -> css selector: input.password]
2020-04-28 15:04:630 INFO  LoginPage :47 - click on Login Submit BtnProxy element for: DefaultElementLocator 'By.cssSelector: input.button-1.login-button'
2020-04-28 15:04:715 INFO  AccountPage :24 - Verify text: My account is displayed on the Account Page [[ChromeDriver: chrome on WINDOWS (cde2e90829d62ca14b7b94609c4c4216)] -> css selector: a.ico-account]
2020-04-28 15:04:733 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:675 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (21e79ff9830bc67ead5a9bf20b208e6f)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:974 INFO  LoginPage :37 - Enter email:xyz13@gmail.com to email filed [[ChromeDriver: chrome on WINDOWS (21e79ff9830bc67ead5a9bf20b208e6f)] -> css selector: input#Email]
2020-04-28 15:04:209 INFO  LoginPage :42 - Enter Passwrodabc123 to password field [[ChromeDriver: chrome on WINDOWS (21e79ff9830bc67ead5a9bf20b208e6f)] -> css selector: input.password]
2020-04-28 15:04:489 INFO  LoginPage :47 - click on Login Submit Btn[[ChromeDriver: chrome on WINDOWS (21e79ff9830bc67ead5a9bf20b208e6f)] -> css selector: input.button-1.login-button]
2020-04-28 15:04:236 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:345 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (ff0adc19832555dc64254d49d7bf204a)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:547 INFO  LoginPage :37 - Enter email:xyz1@gmail.com to email filed [[ChromeDriver: chrome on WINDOWS (ff0adc19832555dc64254d49d7bf204a)] -> css selector: input#Email]
2020-04-28 15:04:916 INFO  LoginPage :42 - Enter Passwrodabc1234 to password field [[ChromeDriver: chrome on WINDOWS (ff0adc19832555dc64254d49d7bf204a)] -> css selector: input.password]
2020-04-28 15:04:264 INFO  LoginPage :47 - click on Login Submit Btn[[ChromeDriver: chrome on WINDOWS (ff0adc19832555dc64254d49d7bf204a)] -> css selector: input.button-1.login-button]
2020-04-28 15:04:466 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:831 INFO  HomePage :42 - cliking on registration link[[ChromeDriver: chrome on WINDOWS (094bcbf207598a0e4c4e0b9cfb836218)] -> xpath: //div[@class='header-links-wrapper']//a[contains(text(),'Register')]]
2020-04-28 15:04:168 INFO  RegistrationPage :138 - enter passwordSto field[[ChromeDriver: chrome on WINDOWS (094bcbf207598a0e4c4e0b9cfb836218)] -> xpath: //input[@id='Password']]
2020-04-28 15:04:585 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:541 INFO  HomePage :42 - cliking on registration link[[ChromeDriver: chrome on WINDOWS (3a6719d879e42f089dd3bb51171f3bd1)] -> xpath: //div[@class='header-links-wrapper']//a[contains(text(),'Register')]]
2020-04-28 15:04:311 INFO  RegistrationPage :138 - enter passwordSto field[[ChromeDriver: chrome on WINDOWS (3a6719d879e42f089dd3bb51171f3bd1)] -> xpath: //input[@id='Password']]
2020-04-28 15:04:729 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:891 INFO  HomePage :42 - cliking on registration link[[ChromeDriver: chrome on WINDOWS (8e36477847d61b3e4c1fc1422a3bd66a)] -> xpath: //div[@class='header-links-wrapper']//a[contains(text(),'Register')]]
2020-04-28 15:04:135 INFO  RegistrationPage :138 - enter passwordSSto field[[ChromeDriver: chrome on WINDOWS (8e36477847d61b3e4c1fc1422a3bd66a)] -> xpath: //input[@id='Password']]
2020-04-28 15:04:159 INFO  RegistrationPage :101 - select day[[ChromeDriver: chrome on WINDOWS (8e36477847d61b3e4c1fc1422a3bd66a)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-28 15:04:402 INFO  RegistrationPage :107 - select month[[ChromeDriver: chrome on WINDOWS (8e36477847d61b3e4c1fc1422a3bd66a)] -> xpath: //select[@name='DateOfBirthMonth']]
2020-04-28 15:04:707 INFO  RegistrationPage :113 - selecct year[[ChromeDriver: chrome on WINDOWS (8e36477847d61b3e4c1fc1422a3bd66a)] -> xpath: //select[@name='DateOfBirthYear']]
2020-04-28 15:04:545 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:777 INFO  HomePage :42 - cliking on registration link[[ChromeDriver: chrome on WINDOWS (3374295c1222aaf9632672aa8779a5ad)] -> xpath: //div[@class='header-links-wrapper']//a[contains(text(),'Register')]]
2020-04-28 15:04:07 INFO  RegistrationPage :138 - enter passwordOneto field[[ChromeDriver: chrome on WINDOWS (3374295c1222aaf9632672aa8779a5ad)] -> xpath: //input[@id='Password']]
2020-04-28 15:04:585 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:622 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (0b822dddd5d427ed613438b272757969)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:743 INFO  LoginPage :52 - verify Welcome TextWelcome, Please Sign In!displayed msg [[ChromeDriver: chrome on WINDOWS (0b822dddd5d427ed613438b272757969)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2020-04-28 15:04:876 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:81 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (33e36b982f41f0ae4ce42b62c031db34)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:330 INFO  LoginPage :37 - Enter email:ram444@yahoo.com to email filed [[ChromeDriver: chrome on WINDOWS (33e36b982f41f0ae4ce42b62c031db34)] -> css selector: input#Email]
2020-04-28 15:04:581 INFO  LoginPage :42 - Enter Passwrodlondon4 to password field [[ChromeDriver: chrome on WINDOWS (33e36b982f41f0ae4ce42b62c031db34)] -> css selector: input.password]
2020-04-28 15:04:788 INFO  LoginPage :47 - click on Login Submit Btn[[ChromeDriver: chrome on WINDOWS (33e36b982f41f0ae4ce42b62c031db34)] -> css selector: input.button-1.login-button]
2020-04-28 15:04:171 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:650 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (1eab7f7b8b1c7248e07fe8f5fa8e4452)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:936 INFO  LoginPage :37 - Enter email:ram444@yahoo.com to email filed [[ChromeDriver: chrome on WINDOWS (1eab7f7b8b1c7248e07fe8f5fa8e4452)] -> css selector: input#Email]
2020-04-28 15:04:179 INFO  LoginPage :42 - Enter Passwrodlondon4 to password field [[ChromeDriver: chrome on WINDOWS (1eab7f7b8b1c7248e07fe8f5fa8e4452)] -> css selector: input.password]
2020-04-28 15:04:322 INFO  LoginPage :47 - click on Login Submit BtnProxy element for: DefaultElementLocator 'By.cssSelector: input.button-1.login-button'
2020-04-28 15:04:434 INFO  AccountPage :24 - Verify text: My account is displayed on the Account Page [[ChromeDriver: chrome on WINDOWS (1eab7f7b8b1c7248e07fe8f5fa8e4452)] -> css selector: a.ico-account]
2020-04-28 15:04:717 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:405 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (4b473f6c1cc0cb0ebb2c2202ba382333)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:691 INFO  LoginPage :37 - Enter email:ram555@yahoo.com to email filed [[ChromeDriver: chrome on WINDOWS (4b473f6c1cc0cb0ebb2c2202ba382333)] -> css selector: input#Email]
2020-04-28 15:04:945 INFO  LoginPage :42 - Enter Passwrodlondon5 to password field [[ChromeDriver: chrome on WINDOWS (4b473f6c1cc0cb0ebb2c2202ba382333)] -> css selector: input.password]
2020-04-28 15:04:158 INFO  LoginPage :47 - click on Login Submit Btn[[ChromeDriver: chrome on WINDOWS (4b473f6c1cc0cb0ebb2c2202ba382333)] -> css selector: input.button-1.login-button]
2020-04-28 15:04:209 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:122 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (6fe398b8c23e23db18c73232b3cc2678)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:419 INFO  LoginPage :37 - Enter email:xyz13@gmail.com to email filed [[ChromeDriver: chrome on WINDOWS (6fe398b8c23e23db18c73232b3cc2678)] -> css selector: input#Email]
2020-04-28 15:04:626 INFO  LoginPage :42 - Enter Passwrodabc123 to password field [[ChromeDriver: chrome on WINDOWS (6fe398b8c23e23db18c73232b3cc2678)] -> css selector: input.password]
2020-04-28 15:04:828 INFO  LoginPage :47 - click on Login Submit Btn[[ChromeDriver: chrome on WINDOWS (6fe398b8c23e23db18c73232b3cc2678)] -> css selector: input.button-1.login-button]
2020-04-28 15:04:641 INFO  BrowserSelector :24 - Launching Chrome Browser
2020-04-28 15:04:124 INFO  HomePage :37 - clicking on login link[[ChromeDriver: chrome on WINDOWS (4864417c7ad0dde9ef4179ecee8f3d29)] -> xpath: //a[@class='ico-login']]
2020-04-28 15:04:281 INFO  LoginPage :37 - Enter email:xyz1@gmail.com to email filed [[ChromeDriver: chrome on WINDOWS (4864417c7ad0dde9ef4179ecee8f3d29)] -> css selector: input#Email]
